id	class	signature	redox	ec_class	n_species	definition
rxn24773	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12
rxn24775	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1
rxn24777	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol,[0] => (2) H+[0] + (1) 1-(9Z-octadecenoyl)
rxn24779	charge_only	charge:+2		1	3	(1) 1-(9Z-octadecenoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z-octadec
rxn24781	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadeca
rxn24783	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-oct
rxn24785	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,
rxn24787	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z,15Z-octadecatrienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z,15Z
rxn24789	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12
rxn24791	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1
rxn24793	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol[0] <=> (2) H+[0] + (1) 
rxn24795	charge_only	charge:+2		1	3	(1) 1-18:3-2-18:2-digalactosyldiacylglycerol[0] <=> (2) H+[0] + (1) 1,2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-[alpha-D-galac
rxn24797	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glycerol[0] => (2) H+[0] + (1) 1
rxn24799	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecenoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-[alpha-D-galactosyl-(1->6)-O-beta-D-galactosyl]-sn-glyce
rxn24801	charge_only	charge:+2		1	3	(1) 1-18:1-2-16:0-phosphatidylglycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phos
rxn24803	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)[0] <=> (2) H+[0] + (1) 1-(9Z,12Z,15Z
rxn24805	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)[0] => (2) H+[0] + (1) 1-(9Z,12Z-octa
rxn24807	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z,15Z-octadecatrienoyl)-2-hexadecanoyl-sn-glycero-3-phospho-(1'-sn-glycerol)[0] <=> (2) H+[0] + (1) 1-(9Z,12
rxn24840	skeleton:C	C:+2,H:+4			2	(1) Stearidonic acid[0] <= (1) eicosatetraenoate[0]
rxn24844	charge_only	charge:-2		2	6	(3) H+[0] + (1) L-Cysteine[0] + (1) Molybdoenzyme molybdenum cofactor[0] <=> (1) H2O[0] + (1) L-Alanine[0] + (1) MoOS(OH
rxn24846	charge_only	charge:-2		1	3	(2) H+[0] + (1) 24-methyldesmosterol[0] <=> (1) (24S)-methylcholest-5-en-3beta-ol[0]
rxn24859	charge_only	charge:+2		1	3	(1) 1-18:1-2-16:0-digalactosyldiacylglycerol[0] => (2) H+[0] + (1) 1-18:2-2-16:0-digalactosyldiacylglycerol[0]
rxn24861	charge_only	charge:+2		1	3	(1) 1-18:2-2-16:0-digalactosyldiacylglycerol[0] => (2) H+[0] + (1) 1-18:3-2-16:0-digalactosyldiacylglycerol[0]
rxn24863	charge_only	charge:+2		1	3	(1) 1-16:0-2-18:2-digalactosyldiacylglycerol[0] => (2) H+[0] + (1) 1-16:0-2-18:3-digalactosyldiacylglycerol[0]
rxn24865	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-18:3-2-18:2-monogalactosyldia
rxn24867	charge_only	charge:+2		1	3	(1) 1,2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1-(9Z,12Z-octadecadienoyl)-2-(9
rxn24869	charge_only	charge:+2		1	3	(1) 1-(9Z,12Z-octadecadienoyl)-2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol[0] => (2) H+[0] + (1) 1
rxn24871	charge_only	charge:+2		1	3	(1) 1-18:3-2-18:2-monogalactosyldiacylglycerol[0] => (2) H+[0] + (1) 1,2-(9Z,12Z,15Z-octadecatrienoyl)-3-O-beta-D-galact
rxn24873	charge_only	charge:+2			3	(1) Icosanoyl-CoA[0] => (2) H+[0] + (1) delta5-eicosenoyl-CoA[0]
rxn24889	charge_only	charge:+2			3	(1) Oleate[0] => (2) H+[0] + (1) 18:2delta9cis,12trans[0]
rxn24890	oxygen_only	O:+1			2	(1) 18:2delta9cis,12trans[0] => (1) 9-hydroxy-18:2delta10trans,12trans[0]
rxn24905	charge_only	charge:-2			4	(1) H+[0] + (1) Methyl chloride[0] <=> (1) Cl-[0] + (1) Methane[0]
rxn24906	charge_only	charge:+2			3	(1) Linoleate[0] => (2) H+[0] + (1) calendate[0]
rxn24907	charge_only	charge:+2			3	(1) Linoleate[0] => (2) H+[0] + (1) Punicic acid[0]
rxn24908	charge_only	charge:+2			3	(1) Linoleate[0] => (2) H+[0] + (1) alpha-Eleostearic acid[0]
rxn24916	charge_only	charge:+2			3	(1) (-)-alpha-Cuprenene[0] => (2) H+[0] + (1) (-)-cuparene[0]
rxn25032	charge_only	charge:+2		4	4	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (3) H+[0] + (1) nootkatene[0]
rxn25035	charge_only	charge:+4		4	4	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (5) H+[0] + (1) gamma-calacorene[0]
rxn25036	charge_only	charge:+6		4	4	(1) Farnesyldiphosphate[0] => (1) PPi[0] + (7) H+[0] + (1) cadalene[0]
rxn25041	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Dopamine[0] => (2) H2O[0] + (1) Dopamine quinone[0]
rxn25062	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (2) Coniferol[0] => (2) H2O[0] + (1) (+)-Pinoresinol[0]
rxn25070	skeleton:C	C:-2,H:-1,O:-2,charge:+1			2	(1) L-Tryptophan[0] <= (1) 3-aminomethylindole[0]
rxn25083	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) (+)-piperitol[0] => (1) H2O[0] + (1) (+)-sesamolinol[0]
rxn25084	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) (+)-sesamolinol[0] => (2) H2O[0] + (1) (+)-sesamolin[0]
rxn25085	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) (+)-sesamin[0] => (1) H2O[0] + (1) (+)-sesamolin[0]
rxn25104	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) Pentagalloyl-beta-D-glucose[0] <=> (2) H2O[0] + (1) Eugeniin[0]
rxn25105	H_O_charge	H:-1,O:+1,charge:-5	O2	1	5	(1) O2[0] + (5) H+[0] + (2) Eugeniin[0] <=> (3) H2O[0] + (1) cornusiin E[0]
rxn25116	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) beta-Peltatin A methyl ether[0] => (1) H2O[0] + (1) 6-methoxypodophyllotoxin[0]
rxn25124	charge_only	charge:+2			4	(1) H2O[0] + (1) HYXN[0] <= (2) H+[0] + (1) 6,8-dihydroxypurine[0]
rxn25125	charge_only	charge:+2			4	(1) H2O[0] + (1) 6,8-dihydroxypurine[0] => (3) H+[0] + (1) Urate[0]
rxn25126	charge_only	charge:+2			4	(1) H2O[0] + (1) Purine[0] => (2) H+[0] + (1) 8-hydroxypurine[0]
rxn25127	charge_only	charge:+2			4	(1) H2O[0] + (1) 8-hydroxypurine[0] <= (2) H+[0] + (1) 6,8-dihydroxypurine[0]
rxn25128	charge_only	charge:+2			4	(1) H2O[0] + (1) Purine[0] => (2) H+[0] + (1) HYXN[0]
rxn25129	charge_only	charge:+2			4	(1) H2O[0] + (1) 5-formyl-3-hydroxy-2-methylpyidine-4-carboxylate[0] => (3) H+[0] + (1) 3-Hydroxy-2-methylpyridine-4,5-d
rxn25130	charge_only	charge:+2			3	(1) 4-Pyridoxate[0] => (2) H+[0] + (1) 5-formyl-3-hydroxy-2-methylpyidine-4-carboxylate[0]
rxn25131	skeleton:C	C:+1,O:+2		2	6	(1) S-Adenosyl-L-methionine[0] + (1) Cobalt-precorrin 7[0] <=> (1) CO2[0] + (1) S-Adenosyl-homocysteine[0] + (1) H+[0] +
rxn25148	charge_only	charge:-1			3	(2) H+[0] + (1) 3-Hydroxyethylchlorophyllide a[0] <=> (1) 2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a,[0]
rxn25149	charge_only	charge:+1			3	(1) 2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a,[0] <=> (2) H+[0] + (1) Bacteriochlorophyllide a[0]
rxn25155	charge_only	charge:-2			7	(1) H2O[0] + (1) ATP[0] + (1) H+[0] + (1) Chlorophyllide[0] <=> (1) ADP[0] + (1) Phosphate[0] + (1) 3-Vinylbacteriochlor
rxn25156	charge_only	charge:+1			3	(1) H2O[0] + (1) 3-Vinylbacteriochlorophyllide a[0] <=> (1) 2-desacetyl-2-hydroxyethyl bacteriochlorophyllide a,[0]
rxn25160	charge_only	charge:+4	NADP+NADPH	1	6	(1) H2O[0] + (1) NADPH[0] + (1) Mg-Protoporphyrin IX 13-monomethyl ester[0] <=> (1) NADP[0] + (3) H+[0] + (1) 13(1)-Hydr
rxn25161	charge_only	charge:+4	NADP+NADPH	1	5	(1) NADPH[0] + (1) 13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester[0] <=> (1) NADP[0] + (5) H+[0] + (1) 13(1)-Oxo
rxn25162	charge_only	charge:+4	NADP+NADPH	1	5	(1) NADPH[0] + (1) 13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester[0] <=> (1) NADP[0] + (2) H+[0] + (1) Divinylprotoc
rxn25167	charge_only	charge:+2			4	(1) H2O[0] + (1) O-Carbamoyl-deacetylcephalosporin C[0] <=> (2) H+[0] + (1) 7a-Hydroxy-o-carbamoyl-deacetylcephalosporin
rxn25170	charge_only	charge:-2	NO2+O2		5	(1) O2[0] + (2) H+[0] + (1) 2-Nitrotoluene[0] <=> (1) Nitrite[0] + (1) 3-Methylcatechol[0]
rxn25175	charge_only	charge:-4			4	(4) H+[0] + (1) 4-Nitrotoluene[0] <=> (1) H2O[0] + (1) 4-hydroxylaminotoluene[0]
rxn25189	charge_only	charge:+2			4	(1) H2O[0] + (1) 2-oxo-4-hexenoate[0] => (2) H+[0] + (1) 2-oxo-4-hydroxyhexanoate[0]
rxn25190	charge_only	charge:-2			4	(2) H+[0] + (1) 2-oxo-4-hydroxyhexanoate[0] <= (1) Pyruvate[0] + (1) Propanal[0]
rxn25198	H_O_charge	O:-1,charge:-2	O2	1	7	(1) O2[0] + (1) 2-Oxoglutarate[0] + (2) H+[0] + (1) Gibberellin 44[0] <=> (1) CO2[0] + (1) Succinate[0] + (1) GA98[0]
rxn25199	skeleton:C,N	C:+27,H:+19,N:+1,O:+12			2	(1) Taxa-4(20),11(12)-dien-5alpha,13alpha-diol[0] => (1) Paclitaxel[0]
rxn25212	skeleton:C	C:+18,H:+30,O:+16			2	(1) Dammarenediol II[0] => (1) ginsenoside Rd[0]
rxn25217	skeleton:N	H:-4,N:-1,O:+1,charge:-1			2	(1) Clavaminate[0] => (1) (3R,5R)-clavaldehyde[0]
rxn25232	charge_only	charge:+2			4	(1) L-Cysteine[0] + (1) Bimethyl[0] => (1) H+[0] + (1) 3-(Ethylthio)alanine[0]
rxn25234	H_O_charge	H:+1,O:+1,charge:+1			3	(1) Geranyl-hydroxybenzoate[0] => (1) CO2[0] + (1) Geranylhy droquinone[0]
rxn25236	charge_only	charge:+2			4	(1) H2O[0] + (1) Deoxyshikonin[0] <=> (2) H+[0] + (1) Alkannin[0]
rxn25241	charge_only	charge:-2	O2		6	(1) O2[0] + (2) H+[0] + (1) Simazine[0] => (1) H2O[0] + (1) Acetaldehyde[0] + (1) Deisopropylatrazine[0]
rxn25262	charge_only	charge:+2			3	(1) (3S,5R)-carbapenam[0] => (2) H+[0] + (1) 1-Carbapen-2-em-3-carboxylic acid[0]
rxn25264	charge_only	charge:-2			4	(2) H+[0] + (1) GDP-4-dehydro-D-rhamnose[0] <=> (1) H2O[0] + (1) GDP-4-dehydro-3,6-dideoxymannose[0]
rxn25269	charge_only	charge:+2			3	(1) (2S)-Methylsuccinyl-CoA[0] => (2) H+[0] + (1) Mesaconyl-CoA[0]
rxn25301	charge_only	charge:+1			5	(1) 2-Hydroxyethylphosphonate[0] + (1) Methylcobalamin[0] <=> (1) H+[0] + (1) Vitamin B12r[0] + (1) 2-Hydroxypropylphosp
rxn25324	H_O_charge	H:-8,O:+2			2	(1) 8-hydroxy-(+)-delta-cadinene[0] <=> (1) desoxyhemigossypol[0]
rxn25326	charge_only	charge:+2			3	(2) Hemigossypol[0] => (2) H+[0] + (1) Gossypol[0]
rxn25330	charge_only	charge:+2			3	(2) hemigossypol-6-methyl ether[0] => (2) H+[0] + (1) gossypol-6,6'-dimethyl ether[0]
rxn25332	oxygen_only	O:+1			2	(1) 7-hydroxy-4'5'-dimethoxyisoflavone[0] => (1) 2',7-dihydroxy-4',5'-dimethoxyisoflavone[0]
rxn25333	H_O_charge	H:-1,O:+1,charge:-1			4	(1) S-Adenosyl-L-methionine[0] + (1) Calycosin[0] => (1) S-Adenosyl-homocysteine[0] + (1) 2',7-dihydroxy-4',5'-dimethoxy
rxn25335	skeleton:C	C:+5,H:+8			2	(1) 9-Demethylmunduserone[0] <= (1) rot-2'-enonate[0]
rxn25336	oxygen_only	O:+1			2	(1) rot-2'-enonate[0] => (1) 4'-hydroxy-rot-2'-enonate[0]
rxn25337	oxygen_only	O:+1			2	(1) rot-2'-enonate[0] => (1) 5'-hydroxy-rot-2'-enonate[0]
rxn25338	charge_only	charge:+2			3	(1) rot-2'-enonate[0] => (2) H+[0] + (1) Rotenone[0]
rxn25339	oxygen_only	O:+1			2	(1) Rotenone[0] => (1) 3'-hydroxyrotenone[0]
rxn25340	charge_only	charge:+2			3	(1) 4'-hydroxy-rot-2'-enonate[0] => (2) H+[0] + (1) 3'-hydroxyrotenone[0]
rxn25341	charge_only	charge:+2			3	(1) 5'-hydroxy-rot-2'-enonate[0] => (2) H+[0] + (1) 3'-hydroxyrotenone[0]
rxn25350	charge_only	charge:-2	O2		4	(1) O2[0] + (1) emodin dianthrone[0] <=> (2) H2O[0] + (1) 1,3,4,6,8,15-Hexahydroxy-10,13-dimethyl-dibenzo[a,o]perylene-7
rxn25351	charge_only	charge:+2			3	(1) 1,3,4,6,8,15-Hexahydroxy-10,13-dimethyl-dibenzo[a,o]perylene-7,16-dione[0] <=> (2) H+[0] + (1) Hypericin[0]
rxn25357	oxygen_only	O:+1			2	(1) IAA-Val[0] => (1) 6-OH-IAA-Val[0]
rxn25358	oxygen_only	O:+1			2	(1) IAA-Phe[0] => (1) 6-OH-IAA-Phe[0]
rxn25368	charge_only	charge:+2			4	(1) 1-4-Dihydroxy-2-naphthoate[0] => (1) CO2[0] + (1) H+[0] + (1) 1,4-Naphthoquinone[0]
rxn25369	oxygen_only	O:+1			2	(1) 1,4-Naphthoquinone[0] => (1) Juglone[0]
rxn25374	skeleton:C	C:-1,H:-2,O:-1			2	(1) 1-4-Dihydroxy-2-naphthoate[0] <= (1) Lawsone[0]
rxn25376	skeleton:C,P	C:-2,H:-9,O:-7,P:-2,charge:+3			3	(1) DMAPP[0] + (1) 1-4-Dihydroxy-2-naphthoate[0] <= (1) Alizarin[0]
rxn25377	skeleton:C,N,P,S	C:-15,H:-23,N:-7,O:-15,P:-3,S:-1,charge:+5			2	(1) Malonyl-CoA[0] <= (1) methylphoracetophenone[0]
rxn25378	charge_only	charge:+2			3	(2) methylphoracetophenone[0] => (4) H+[0] + (1) 2-acetyl-4-(3-acetyl-2,4,6-trihydroxy-5-methylphenyl)-3,5-dihydroxy-4-m
rxn25380	oxygen_only	O:+1			2	(1) 2-indolinone-3-acetate[0] => (1) 3-OH-2-oxindole-3-acetate[0]
rxn25388	charge_only	charge:-2			3	(2) H+[0] + (1) valienone[0] <= (1) validone[0]
rxn25391	charge_only	charge:-2			3	(2) H+[0] + (1) valienone-7-phosphate[0] <= (1) validone-7-phosphate[0]
rxn25392	skeleton:N,P	H:+5,N:+1,O:-8,P:-2,charge:+4			3	(1) valienone-7-phosphate[0] + (1) validone-7-phosphate[0] <= (1) validoxylamine A[0]
rxn25395	charge_only	charge:+4			4	(2) H2O[0] + (1) TCE[0] => (5) H+[0] + (1) Trichloroacetate[0]
rxn25397	skeleton:Cl	Cl:-2,H:-1,O:+2,charge:-1			2	(1) Dichloroacetate[0] => (1) Oxalate[0]
rxn25411	skeleton:C	C:+1,H:+2,O:+1			2	(1) 2-Oxobutyrate[0] => (1) 5-hydroxy-2-oxopentanoate[0]
rxn25413	charge_only	charge:+2		1	3	(1) 2-keto-4-pentenoate[0] <=> (2) H+[0] + (1) 2-oxopenta-3,4-dienoate[0]
rxn25414	skeleton:C	C:+1,H:+2			2	(1) 2-oxopenta-3,4-dienoate[0] <=> (1) 2-(2-methylidenecyclopropyl)-2-oxoacetate[0]
rxn25417	charge_only	charge:+2			3	(1) 2-hydroxy-3-(2-methylidenecyclopropyl)butanedioic acid[0] => (2) H+[0] + (1) 2-(2-methylidenecyclopropyl)-3-oxobutan
rxn25420	H_O_charge	H:-1,O:+1,charge:-1			2	(1) Hemigossypol[0] => (1) hemigossypolone[0]
rxn25421	charge_only	charge:+2			4	(1) Myrcene[0] + (1) hemigossypolone[0] => (2) H+[0] + (1) HH2[0]
rxn25422	charge_only	charge:+2			4	(1) Myrcene[0] + (1) hemigossypolone[0] => (2) H+[0] + (1) HH3[0]
rxn25423	charge_only	charge:+2			4	(1) beta-Ocimene[0] + (1) hemigossypolone[0] => (2) H+[0] + (1) HH1[0]
rxn25424	charge_only	charge:+2			4	(1) beta-Ocimene[0] + (1) hemigossypolone[0] => (2) H+[0] + (1) HH4[0]
rxn25425	H_O_charge	H:-1,O:+1,charge:-1			2	(1) hemigossypol-6-methyl ether[0] => (1) hemigossypolone-6-methyl ether[0]
rxn25426	charge_only	charge:+2			4	(1) Myrcene[0] + (1) hemigossypolone-6-methyl ether[0] => (2) H+[0] + (1) HB2[0]
rxn25427	charge_only	charge:+2			4	(1) Myrcene[0] + (1) hemigossypolone-6-methyl ether[0] => (2) H+[0] + (1) HB3[0]
rxn25428	charge_only	charge:+2			4	(1) beta-Ocimene[0] + (1) hemigossypolone-6-methyl ether[0] => (2) H+[0] + (1) HB1[0]
rxn25429	charge_only	charge:+2			4	(1) beta-Ocimene[0] + (1) hemigossypolone-6-methyl ether[0] => (2) H+[0] + (1) HB4[0]
rxn25430	H_O_charge	H:-6,O:+2			2	(1) (+)-delta-Cadinene[0] => (1) 2,7-dihydroxycadalene[0]
rxn25431	oxygen_only	O:+1			2	(1) 2,7-dihydroxycadalene[0] => (1) lacinilene C[0]
rxn25432	skeleton:N	H:+4,N:+1,O:-1,charge:+1		2	2	(1) 2-(2-methylidenecyclopropyl)-2-oxoacetate[0] <= (1) alpha-(Methylenecyclopropyl)glycine[0]
rxn25437	skeleton:C	C:+1,H:+4,O:+1			3	(1) 4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoyl-CoA[0] => (1) CoA[0] + (1) 4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate meth
rxn25438	oxygen_only	O:+1			2	(1) 4-(1-methyl-2-pyrrolidinyl)-3-oxobutanoate methyl ester[0] => (1) 4-(1-methyl-5-hydroxy-2-pyrrolidinyl)-3-oxobutanoa
rxn25442	charge_only	charge:-2			3	(2) H+[0] + (1) 2-carbomethoxy-3-tropinone[0] <= (1) Methyl ecgonine[0]
rxn25449	charge_only	charge:+4	NADP+NADPH		5	(1) NADPH[0] + (1) (S)-Autumnaline[0] <=> (1) NADP[0] + (3) H+[0] + (1) (S)-isoandrocymbine[0]
rxn25451	skeleton:C	C:-1,H:-3,charge:+1	NADP+NADPH		4	(1) NADPH[0] + (1) O-Methylandrocymbine[0] <=> (1) NADP[0] + (1) Colcemid[0]
rxn25452	skeleton:C	C:-1,H:-3,charge:+1	NADP+NADPH		4	(1) NADPH[0] + (1) Colcemid[0] => (1) NADP[0] + (1) Deacetylcolchicine[0]
rxn25454	charge_only	charge:-2	NADP+NADPH		6	(1) NADPH[0] + (5) H+[0] + (2) Cinchoninone[0] <=> (1) NADP[0] + (1) Cinchonine[0] + (1) Cinchonidine[0]
rxn25455	charge_only	charge:-2	NADP+NADPH		6	(1) NADPH[0] + (5) H+[0] + (2) Quinidinone[0] <=> (1) NADP[0] + (1) Quinine[0] + (1) Quinidine[0]
rxn25468	charge_only	charge:-2	O2	1	5	(1) O2[0] + (2) H+[0] + (1) 2-methoxy-6-(all-trans-nonaprenyl)phenol[0] => (1) H2O[0] + (1) 2-methoxy-6-all trans-nonapr
rxn25496	oxygen_only	O:+1			2	(1) Anethole[0] => (1) Isoeugenol[0]
rxn25498	skeleton:C	C:+2,O:+1			2	(1) Tryptamine[0] => (1) Harmalol[0]
rxn25501	charge_only	charge:+2			3	(1) Harmalol[0] => (3) H+[0] + (1) harmol[0]
rxn25504	charge_only	charge:+2			4	(1) H2O[0] + (1) Anethole[0] => (2) H+[0] + (1) pseudoisoeugenol[0]
rxn25505	charge_only	charge:+2			4	(1) 2-Methylbutyrate[0] + (1) pseudoisoeugenol[0] <=> (1) H+[0] + (1) epoxypseudoisoeugenol-2-methylbutyrate[0]
rxn25515	charge_only	charge:+6	NH3		6	(1) H2O[0] + (1) NH3[0] + (1) Ubidecarenone[0] => (1) CO2[0] + (7) H+[0] + (1) rhodoquinone-10[0]
rxn25517	charge_only	charge:+6	NH3		6	(1) H2O[0] + (1) NH3[0] + (1) Ubiquinone-9[0] => (1) CO2[0] + (7) H+[0] + (1) rhodoquinone-9[0]
rxn25523	H_O_charge	H:-1,O:+2,charge:-1			2	(1) 8-Oxogeranial[0] => (1) 7-deoxyloganetate[0]
rxn25535	charge_only	charge:-2			3	(2) H+[0] + (1) (+)-trans-Carveol[0] <= (1) (1R,2S,4R)-Neo-dihydrocarveol[0]
rxn25574	skeleton:N	H:+4,N:+1,O:-1,charge:+1			2	(1) 3'-Keto-3'-deoxy-ATP[0] <= (1) 3'-amino-3'-deoxy ATP[0]
rxn25584	charge_only	charge:+4	O2		4	(3) O2[0] + (1) Terpentetriene[0] => (4) H+[0] + (1) terpentecin[0]
rxn25592	skeleton:C,N	C:+1,H:+4,N:+1,O:-1,charge:+1			2	(1) CDP-glucose[0] <= (1) CDP-N-methyl-L-glucosamine[0]
rxn25595	charge_only	charge:+2			3	(1) Dihydrostreptomycin 6-phosphate[0] => (2) H+[0] + (1) Streptomycin 6-phosphate[0]
rxn25601	skeleton:C,N,P,S	C:-3,H:-14,N:-7,O:-11,P:-3,S:-1,charge:+4			2	(1) Acetyl-CoA[0] <= (1) norsolorinate anthrone[0]
rxn25622	charge_only	charge:+4	NADP+NADPH		5	(1) NADPH[0] + (1) Versicolorin C[0] => (1) NADP[0] + (3) H+[0] + (1) anthra[2,3-b]furo[3,2-d]furan-5,10-dione, 3a,12a-d
rxn25624	skeleton:C	C:-1,O:-1			2	(1) anthra[2,3-b]furo[3,2-d]furan-5,10-dione, 3a,12a-dihydro-4,6,8-trihydroxy-, (3aS-cis)-[0] <= (1) 6-Demethylsterigmat
rxn25627	skeleton:C	C:-2,H:-2,O:+1			2	(1) O-Methylsterigmatocystin[0] => (1) Aflatoxin G1[0]
rxn25628	skeleton:C	C:-1,O:-1			2	(1) Versicolorin C[0] <= (1) dihydrodemethylsterigmatocystin[0]
rxn25635	skeleton:C	C:-2,H:-2,O:+1			2	(1) dihydro-O-methylsterigmatocystin[0] => (1) Aflatoxin G2[0]
rxn25671	skeleton:C,P	C:-1,H:-4,O:-9,P:-2,charge:+4			2	(1) beta-D-Fructose 1,6-bisphosphate[0] <= (1) 4-hydroxy-5-methyl-3-2H-furanone[0]
rxn25678	charge_only	charge:-2			5	(1) L-Glutamine[0] + (2) H+[0] + (1) UDP-3-ketoglucose[0] <= (1) L-Glutamate[0] + (1) UDP-kanosamine[0]
rxn25699	charge_only	charge:+2			3	(1) Proansamycin X[0] => (3) H+[0] + (1) 34alpha-deoxy-rifamycin W[0]
rxn25700	oxygen_only	O:+1			2	(1) 34alpha-deoxy-rifamycin W[0] => (1) Rifamycin W[0]
rxn25703	charge_only	charge:+2		1	3	(1) 16:1-delta9-CoA[0] => (2) H+[0] + (1) 16:2-delta9,12-CoA[0]
rxn25704	charge_only	charge:+2		1	3	(1) 16:2-delta9,12-CoA[0] => (2) H+[0] + (1) 16:3-delta9,12,15-CoA[0]
rxn25707	oxygen_only	O:+1		1	2	(1) 5-pentadecatrienyl resorcinol-3-methyl ether[0] => (1) dihydrosorgoleone[0]
rxn25708	H_O_charge	H:-1,O:+1,charge:+1			3	(1) dihydrosorgoleone[0] => (2) H+[0] + (1) 2-hydroxy-5-methoxy-3-[(Z,Z)-8',11',14'-pentadecatriene]-p-benzoquinone[0]
rxn25767	oxygen_only	O:+1			2	(1) Osthenol[0] => (1) Columbianetin[0]
rxn25770	skeleton:C	C:+1,H:+2,O:+1			2	(1) Angelicin[0] => (1) Sphondin[0]
rxn25771	skeleton:C	C:+2,H:+4,O:+2			2	(1) Angelicin[0] => (1) Pimpinellin[0]
rxn25772	skeleton:C	C:+1,H:+2,O:+1			2	(1) Sphondin[0] => (1) Pimpinellin[0]
rxn25779	charge_only	charge:+2			5	(1) H2O[0] + (1) Iminodiacetate[0] => (1) Glycine[0] + (1) Glyoxalate[0] + (2) H+[0]
rxn25790	H_O_charge	H:+6,O:+1,charge:+2	NADP+NADPH	1	5	(1) NADPH[0] + (1) IdB 1027[0] <=> (1) H2O[0] + (1) NADP[0] + (1) (-)-Epicatechin[0]
