compound_id,frequency,name
cpd14537,21,6-Deoxotyphasterol
cpd01210,21,Sitosterol
cpd01757,21,N-Acetylmuramate
cpd05235,21,tetracosanoate
cpd17026,21,methymenaquinol 7
cpd17150,21,"(2Z,6E)-Farnesyl diphosphate"
cpd19036,21,"beta-D-Fructose 1,6-bisphosphate"
cpd03019,21,N-Acetyl-beta-D-galactosamine
cpd19489,21,Isopimaradienol
cpd27059,21,Fatty-Acyl-CoA
cpd27518,21,Methylated-methyl-acceptors
cpd26313,21,2-mono-C18:1
cpd00320,20,D-Aspartate
cpd03077,20,alpha-Amino acid
cpd00738,20,phosphoserine
cpd00900,20,GDP-4-dehydro-D-rhamnose
cpd00448,20,D-Glyceraldehyde
cpd00286,20,Undecaprenylphosphate
cpd00756,20,Dimethylglycine
cpd01716,20,3-Dehydroshikimate
cpd00460,20,Sulfoacetaldehyde
cpd01565,20,Fenchyl alcohol
cpd00811,20,(CH3)3NO
cpd00426,20,Homogentisate
cpd01034,20,Toluol
cpd00521,20,dTDP-4-oxo-6-deoxy-D-glucose
cpd01498,20,Maleylacetate
cpd02649,20,1-Alkyl-sn-glycero-3-phosphocholine
cpd01099,20,Calcidiol
cpd03221,20,Zymosterol
cpd02851,20,AICAR
cpd03215,20,zeta-Carotene
cpd02591,20,pendp
cpd08263,20,(+)-trans-Carveol
cpd08631,20,Divinylprotochlorophyllide
cpd08662,20,Gibberellin A4
cpd05523,20,beta-Amyrin
cpd03216,20,Neurosporene
cpd05498,20,beta-Cryptoxanthin
cpd15239,20,Hexadecenoyl-ACP
cpd15866,20,coenzyme ferredoxin 420-2 (oxidized)
cpd16494,20,DL-Glyceryl 1-phosphate
cpd05264,20,beta-D-Glucuronic acid
cpd01562,20,beta-L-Rhamnose
cpd27437,20,MANNOSE
cpd28307,20,Unsulfurated-Sulfur-Acceptors
cpd29330,20,Long-Chain-Acyl-CoAs
cpd10147,20,Glyoxal
cpd01293,19,5-Oxoproline
cpd00695,19,2-Oxoglutaramate
cpd00307,19,Cytosine
cpd00491,19,D-glucitol 6-phosphate
cpd00802,19,D-fructose-1-phosphate
cpd00434,19,4-Aminobutanal
cpd00463,19,Cholestenone
cpd00176,19,2-keto-3-deoxygluconate
cpd00185,19,D-Arabinose
cpd00496,19,"D-Arabinono-1,4-lactone"
cpd00217,19,Brachiose
cpd00480,19,2-Dehydro-D-gluconate
cpd00438,19,Deoxyadenosine
cpd01733,19,Ferulaldehyde
cpd00379,19,Glutarate
cpd01614,19,Perillyl alcohol
cpd00479,19,Gentisate
cpd02047,19,DOC
cpd02749,19,1-Alkenylglycerophosphocholine
cpd00906,19,all-trans-Hexaprenyl diphosphate
cpd08672,19,Kaurenic acid
cpd08661,19,Gibberellin A9
cpd08721,19,Perillic acid
cpd06654,19,Liquiritigenin
cpd00253,19,Glutamine
cpd11494,19,Acetyl-ACP
cpd11673,19,D-Amino acid
cpd11657,19,Starch
cpd12371,19,MGDG
cpd11825,19,Octadecenoyl-ACP
cpd01234,19,Campesterol
cpd14514,19,Episterol
cpd14883,19,alpha-Linolenoyl-CoA
cpd15238,19,Hexadecenoyl-CoA
cpd15192,19,"1,2-Diacylglycerol, yeast-specific"
cpd15942,19,decaprenylphosphoryl-beta-D-arabinofuranose
cpd05196,19,Docosanoate
cpd22159,19,5-Phospho-terminated-DNAs
cpd25142,19,"1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine"
cpd28232,19,TRANS-D2-ENOYL-COA
cpd27342,19,L-1-PHOSPHATIDYL-SERINE
cpd22368,19,Aminated-Amine-Donors
cpd26928,19,Deaminated-Amine-Donors
cpd23256,19,MKH2-9
cpd25070,19,1-18:2-2-16:0-digalactosyldiacylglycerol
cpd27039,19,FORMYL-THF-GLU-N
cpd36456,19,1-Acyl-sn-glycerols
cpd40172,19,1-O-hexadecyl-sn-glycero-3-phosphocholine
cpd02298,18,1F-beta-D-Fructosylsucrose
cpd00550,18,D-Serine
cpd00492,18,N-Acetyl-D-mannosamine
cpd00861,18,UDP-N-acetyl-D-mannosamine
cpd00549,18,D-Lysine
cpd00145,18,Hydroxypyruvate
cpd00290,18,"D-fructose-1,6-bisphosphate"
cpd00986,18,PQQH2
cpd00430,18,PACT
cpd00259,18,D-Lyxulose
cpd02582,18,"2,3-Dihydroxy-N-benzoyl-L-serine"
cpd00294,18,dAMP
cpd01822,18,Hydroxyquinol
cpd00417,18,L-Lyxitol
cpd00277,18,Deoxyguanosine
cpd00431,18,Sphingomyelin
cpd10719,18,D-Carnitine
cpd02561,18,trans-Cinnamoyl beta-D-glucoside
cpd00454,18,Dinoprostone
cpd02361,18,4-Hydroxyphenylacetaldehyde
cpd00870,18,gamma-butyrobetaine
cpd00644,18,PAN
cpd00558,18,Spermine
cpd00584,18,CDP-ribitol
cpd03971,18,Genistein
cpd00877,18,Lathosterol
cpd00916,18,"Ins(1,4,5)P3"
cpd03586,18,kdo2-lipid iva
cpd04117,18,4-Methylcatechol
cpd05499,18,Echinenone
cpd02557,18,Farnesylfarnesylgeraniol
cpd08289,18,1-deoxy-D-xylulose5-phosphate
cpd04506,18,Methylarsonite
cpd03638,18,(+)-Limonene
cpd07097,18,Daidzein
cpd09028,18,Kaempferol 3-O-glucoside
cpd11488,18,Acetoacetyl-ACP
cpd08023,18,methanesulfonate
cpd02822,18,1-Alkenylglycerophosphoethanolamine
cpd12118,18,(R)-2-Hydroxyacid
cpd14527,18,Teasterone
cpd14535,18,6-Deoxoteasterone
cpd14544,18,4alpha-Methylzymosterol-4-carboxylate
cpd15098,18,"4-Hydroxylamino-2,6-dinitrotoluene"
cpd15611,18,hexanal
cpd05274,18,Palmitoleic acid
cpd18004,18,Pheophorbide a
cpd14958,18,(R)-Lipoic acid
cpd19111,18,Copalyl diphosphate
cpd19487,18,Palustradienol
cpd20977,18,Crocetin dialdehyde
cpd19069,18,Phenylacetic acid
cpd26685,18,Ceramides
cpd28035,18,RH
cpd25125,18,"1,2-(9Z-octadecenoyl)-sn-glycero-3-phosphate"
cpd26581,18,cerotoyl-CoA
cpd27352,18,L-Amino-Acids
cpd28168,18,Saturated-Fatty-Acyl-CoA
cpd24932,18,1-eicosanol
cpd27551,18,Myristoyl-ACPs
cpd28297,18,UNKNOWN
cpd06158,18,Esculetin
cpd25794,18,MK-9
cpd27171,18,Glucosylated-Glucose-Acceptors
cpd24475,18,4alpha-methyl-cholesta-8-enol
cpd25388,18,levopimaradienol
cpd25397,18,dehydroabietadienol
cpd23060,18,Glycerol trioleate
cpd00305,17,Thiamin
cpd00635,17,Cbl
cpd00666,17,Tartrate
cpd02338,17,"UDP-D-galacto-1,4-furanose"
cpd00820,17,"L-Galactono-1,4-lactone"
cpd02024,17,Phosphonoacetaldehyde
cpd00706,17,Mercaptopyruvate
cpd00287,17,3-Oxo-2-methylpropanoate
cpd01018,17,Cystine
cpd00731,17,Ala-Ala
cpd00902,17,sn-glycero-3-Phospho-1-inositol
cpd00567,17,D-Proline
cpd00456,17,3-Hydroxybenzoate
cpd03721,17,Cellotriose
cpd00284,17,6-Phospho-D-gluconate
cpd00412,17,Deoxyuridine
cpd00920,17,"4-(2-Aminophenyl)-2,4-dioxobutanoate"
cpd00978,17,dUDP
cpd00352,17,delta1-Piperideine-6-L-carboxylate
cpd00711,17,(-)-trans-Carveol
cpd03105,17,Acetol
cpd03279,17,Deoxyinosine
cpd01237,17,Choloyl-CoA
cpd00546,17,Cortisol
cpd01903,17,D-Hexose 6-phosphate
cpd00571,17,Glucarate
cpd02364,17,2-Oxo-5-guanidinopentanoate
cpd02125,17,Tiglyl-CoA
cpd03058,17,17alpha-Hydroxypregnenolone
cpd01133,17,Stachyose
cpd02140,17,AIR
cpd01209,17,Scopoletin
cpd01450,17,Corticosterone
cpd02088,17,Globoside
cpd04025,17,"dTDP-4-oxo-2,6-dideoxy-alpha-D-glucose"
cpd06139,17,Tabersonine
cpd08718,17,dTDP-L-oleandrose
cpd05508,17,Lutein
cpd12031,17,Acyl phosphate
cpd11713,17,Dolichyl diphosphate
cpd12547,17,L-2-Lysophosphatidylethanolamine
cpd12783,17,Menaquinol
cpd12599,17,GM3
cpd14529,17,Typhasterol
cpd14644,17,"4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol"
cpd15538,17,Phosphatidylglycerol dihexadecanoyl
cpd15495,17,Maltopentaose
cpd15937,17,carboxy hexacosanoyl-CoA
cpd16126,17,5-keto-4-deoxyuronate
cpd19031,17,N-Acetyl-alpha-D-glucosamine 1-phosphate
cpd20926,17,Germacrene A acid
cpd27712,17,2-keto-4-pentenoate
cpd21856,17,2-Acylglycero-Phosphocholines
cpd28540,17,ssRNAs
cpd24367,17,"1,2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine"
cpd25197,17,1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine
cpd27935,17,Protein-L-Arginines
cpd25616,17,ginsenoside Rd
cpd28188,17,Sphingoids
cpd25069,17,1-18:1-2-16:0-digalactosyldiacylglycerol
cpd25071,17,1-18:3-2-16:0-digalactosyldiacylglycerol
cpd23795,17,(E)-geranyl phosphate
cpd25049,17,eicosatetraenoate
cpd35738,17,core oligosaccharide-lipid A (E. coli K-12 core type) (no GlcNAc)
cpd39987,17,a 2-acyl-sn-glycero-3-phosphocholine
cpd43381,17,oxidized coenzyme F420-(gamma-L-Glu)(n)
cpd00516,16,"meso-2,6-Diaminopimelate"
cpd01017,16,Cys-Gly
cpd01919,16,maltose-6-phosphate
cpd00393,16,Folate
cpd03126,16,(2E)-Hexadecenoyl-CoA
cpd01879,16,3-Dehydrosphinganine
cpd01101,16,Carbamate
cpd00853,16,DPG
cpd00693,16,D-Lactaldehyde
cpd00397,16,L-Ribulose
cpd00261,16,L-Lyxulose
cpd00332,16,Mevalonic acid
cpd01217,16,Xanthosine
cpd00373,16,Sinapate
cpd00360,16,Purine
cpd00667,16,11-cis-Retinol
cpd03688,16,1-Methylpyrrolinium
cpd00589,16,D-Tagatose
cpd01599,16,Glutaconyl-1-CoA
cpd01881,16,3-Indoleacetonitrile
cpd02083,16,CoproporphyrinogenIII
cpd01306,16,Cycloartenol
cpd00943,16,"Inositol 1,3,4,5,6-pentakisphosphate"
cpd03477,16,Vitamin K1 oxide
cpd01055,16,D-Allose
cpd03078,16,Selenophosphate
cpd03130,16,(2E)-Octenoyl-CoA
cpd01376,16,Cellotetraose
cpd01426,16,(+)-Reticuline
cpd03223,16,"5,7,22,24(28)-Ergostatetraenol"
cpd03781,16,26-Hydroxycholesterol
cpd03914,16,Cob(II)yrinate diamide
cpd03956,16,Ethylene
cpd03763,16,"Cyclohexa-1,5-dienecarbonyl-CoA"
cpd03633,16,Gibberellin A12 aldehyde
cpd05556,16,Isoliquiritigenin
cpd03048,16,Isethionate
cpd02041,16,(S)-2-Hydroxyglutarate
cpd11707,16,Dehydroacyl-CoA
cpd11831,16,Dolichyl beta-D-glucosyl phosphate
cpd11651,16,Reduced rubredoxin
cpd11681,16,Oxidized rubredoxin
cpd11799,16,Myosin light chain
cpd12640,16,GM1
cpd12878,16,Methylcobalamin
cpd14534,16,6-Deoxocathasterone
cpd14692,16,Adonixanthin
cpd09576,16,Paraxanthine
cpd15077,16,"1,3,7-Trimethyluric acid"
cpd15136,16,trans-Zeatin riboside
cpd15536,16,Phosphatidylglycerol ditetradecanoyl
cpd15540,16,Phosphatidylglycerol dioctadecanoyl
cpd01573,16,(S)-2-Aminobutanoate
cpd12856,16,C
cpd16825,16,octadecanoyl-CoA
cpd16973,16,Polyprenyl-mannose
cpd19019,16,L-Cystathionine
cpd11715,16,Phosphatidylinositol
cpd20869,16,18-Hydroxyoleate
cpd27426,16,Long-chain-alcohols
cpd27490,16,Maltodextrins
cpd23915,16,L-hydroxyarginine
cpd27421,16,Long-Chain-Aldehydes
cpd25391,16,neoabietadienol
cpd26906,16,DNA-containing-a-Apyrimidinic-Sites
cpd32214,16,"(2Z)-2-hydroxypenta-2,4-dienoate"
cpd43429,16,reduced coenzyme F420-(gamma-L-Glu)(n)
cpd41186,16,an N-acyl-sphingoid base
cpd42086,16,L-threonyl-[protein]
cpd00752,15,6-Hydroxynicotinate
cpd00797,15,(R)-3-Hydroxybutanoate
cpd00215,15,Pyridoxal
cpd00837,15,S-Adenosylmethioninamine
cpd03470,15,Iminoaspartate
cpd01651,15,L-3-Cyanoalanine
cpd00592,15,Formyl-CoA
cpd01693,15,6-Phosphosucrose
cpd00911,15,6-phospho-D-glucono-1-5-lactone
cpd00467,15,3-Sulfinoalanine
cpd00395,15,L-Cysteate
cpd01504,15,3-Aminopropanal
cpd00330,15,Dihydrofolate
cpd00203,15,"1,3-Bisphospho-D-glycerate"
cpd00258,15,D-Ribulose
cpd00497,15,XMP
cpd00910,15,Galactinol
cpd00745,15,Hydracrylic acid
cpd00449,15,Dihydrolipoamide
cpd00819,15,"L-Arabinono-1,4-lactone"
cpd01211,15,Thiocyanate
cpd00577,15,Tretin M
cpd00319,15,L-Menthol
cpd00326,15,Sinapoyl-CoA
cpd00339,15,5-Aminopentanoate
cpd00613,15,Hexadecanol
cpd00826,15,(-)-trans-Isopiperitenol
cpd00488,15,PGF2a
cpd00854,15,Homoprotocatechuate
cpd01468,15,Methylmalonate
cpd00562,15,1-Octanol
cpd00597,15,Valerate
cpd00639,15,Formononetin
cpd00818,15,6-Phospho-D-galactose
cpd03226,15,Vitamin D3
cpd00879,15,Palmitoylglycerone phosphate
cpd03656,15,GA2
cpd01015,15,Cyanate
cpd03691,15,Piperideine
cpd03127,15,(2E)-Tetradecenoyl-CoA
cpd01722,15,p-Coumaryl alcohol
cpd02465,15,tetrahydrodipicolinate
cpd03501,15,Pelargonidin
cpd03294,15,Aerobactin
cpd02939,15,3beta-Hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carboxylate
cpd02817,15,HTP
cpd03129,15,(2E)-Decenoyl-CoA
cpd03206,15,Phytofluene
cpd03630,15,ent-Kaurene
cpd03918,15,Adenosyl cobinamide
cpd01307,15,D-Lyxitol
cpd08629,15,13(1)-Hydroxy-Mg-protoporphyrin IX 13-monomethyl ester
cpd08262,15,"(4S,6S)-cis-Carveol"
cpd05876,15,Soyasapogenol B
cpd08869,15,"(5Z,7E,9E,14Z,17Z)-Eicosapentaenoate"
cpd03218,15,alpha-Carotene
cpd02172,15,Solanesyl diphosphate
cpd08012,15,Dioxindole
cpd11455,15,ps_BS
cpd00155,15,Glycogen
cpd12505,15,Electron-transferring flavoprotein
cpd11684,15,Halide
cpd12399,15,1-Acylglycerophosphoinositol
cpd12572,15,1-Phosphatidyl-1D-myo-inositol 3-phosphate
cpd12582,15,"Phosphatidylinositol-4,5-bisphosphate"
cpd02996,15,GM2
cpd14533,15,22alpha-Hydroxy-5alpha-campestan-3-one
cpd08243,15,(+)-Linalool
cpd15069,15,7-Methylxanthine
cpd14890,15,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA"
cpd06738,15,Neral
cpd16031,15,mycolate compounds (all)
cpd16343,15,Behenoyl-CoA
cpd19044,15,(S)-Methylmalonate semialdehyde
cpd01698,15,alpha-L-Arabinose
cpd01627,15,alpha-L-Rhamnose
cpd26983,15,Double-Stranded-DNAs
cpd22020,15,3-Hydroxy-Terminated-DNAs
cpd27109,15,GLUCURONATE
cpd19181,15,Aspartate
cpd27318,15,Jasmonic-Acids
cpd26791,15,Cytochromes-CL-Red
cpd00265,15,Amylopectin
cpd24693,15,phytolmonophosphate
cpd25026,15,"1-(9Z,12Z-octadecadienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol"
cpd22175,15,5Prime-OH-Terminated-RNAs
cpd26585,15,D-mannopyranosyl-1-phosphoheptaprenol
cpd29046,15,plastoquinol A
cpd19016,15,Ornithine
cpd25455,15,(+)-ipsdienol
cpd40179,15,a triacyl-sn-glycerol
cpd00477,14,N-Acetyl-L-glutamate
cpd00793,14,Thiamine phosphate
cpd00790,14,O-Acetyl-L-homoserine
cpd00234,14,5-Dehydro-D-fructose
cpd00587,14,D-Cysteine
cpd01518,14,Anthranilyl-CoA
cpd00312,14,Histamine
cpd02235,14,1-Pyrroline-2-carboxylate
cpd01892,14,4-Hydroxybenzoyl-CoA
cpd00219,14,Prephenate
cpd01243,14,Desmosterol
cpd01730,14,Acetone cyanhydrin
cpd00875,14,KDO
cpd03969,14,Isosalipurpol
cpd01681,14,Neryl diphosphate
cpd00366,14,Ribitol
cpd00781,14,5-Dehydrogluconate
cpd01447,14,Benzoylformate
cpd03619,14,Myrcene
cpd03343,14,Phenylpropanoate
cpd00353,14,D-threo-Isocitric acid
cpd00392,14,Phycite
cpd00717,14,Aromadendrin
cpd02346,14,(S)-4-Hydroxymandelonitrile
cpd01088,14,1-Octanal
cpd00765,14,L-Gulonolactone
cpd00660,14,Pentanoyl-CoA
cpd00800,14,8-Amino-7-oxononanoate
cpd00829,14,"2-trans,6-trans-Farnesol"
cpd02873,14,13(S)-HPODE
cpd01129,14,Phthalate
cpd01621,14,T3
cpd01932,14,"1,2-Naphthalenediol"
cpd02233,14,Ciliatine
cpd02150,14,"L-2,3-Diaminopropionate"
cpd02435,14,Androstanolone
cpd02412,14,Indole-3-acetyl-myo-inositol
cpd02679,14,"5,10-Methylenetetrahydromethanopterin"
cpd03222,14,"5alpha-Cholesta-7,24-dien-3beta-ol"
cpd03237,14,"3alpha,7alpha,12alpha-Trihydroxycoprostane"
cpd03920,14,Adenosylcobinamide-GDP
cpd04105,14,Mycothiol
cpd03977,14,Tetracycline
cpd02590,14,all-trans-Heptaprenyl diphosphate
cpd00573,14,L-Idonate
cpd05399,14,Jasmonate
cpd08630,14,13(1)-Oxo-Mg-protoporphyrin IX 13-monomethyl ester
cpd08249,14,"(4R,6R)-cis-Carveol"
cpd08251,14,"(1R,2S,4R)-Neo-dihydrocarveol"
cpd08247,14,(L)-alpha-Terpineol
cpd06735,14,"1,8-Cineol"
cpd08727,14,"dTDP 1-ester with (6R)-5,6-dihydro-4-hydroxy-6-methyl-5-oxo-2H-pyran"
cpd03177,14,Hydrazine
cpd11411,14,DIBOA
cpd01012,14,Cd2+
cpd11770,14,L-Alanyl-tRNA
cpd12003,14,L-Leucyl-tRNA
cpd12370,14,apo-ACP
cpd11726,14,3-Oxoacyl-[acyl-carrier protein]
cpd07389,14,(-)-Medicarpin
cpd03037,14,7-Dehydrodesmosterol
cpd14528,14,3-Dehydroteasterone
cpd14531,14,22alpha-Hydroxy-campesterol
cpd05490,14,Canthaxanthin
cpd15099,14,"2-Hydroxylamino-4,6-dinitrotoluene"
cpd06761,14,Nerol
cpd15294,14,Tetradecenoyl-ACP
cpd15268,14,Octadecanoyl-ACP
cpd15331,14,1-tetradecanoyl-sn-glycerol 3-phosphate
cpd15241,14,Hexacosanoyl-CoA
cpd15876,14,ferredoxin (oxidized) 2[4Fe-4S]
cpd15877,14,ferredoxin (reduced) 2[4Fe-4S]
cpd15884,14,tetrahydrosarcinapterin
cpd15867,14,coenzyme ferredoxin 420-2 (reduced)
cpd05262,14,galacturonate
cpd01422,14,beta-D-Xylose
cpd17856,14,1-Feruloyl-D-glucose
cpd17287,14,S-donor
cpd18072,14,Cytochrome-C-ox
cpd18074,14,Cytochrome-C-red
cpd28196,14,Sterols
cpd27687,14,Nucleoside-Triphosphates
cpd28179,14,Single-Stranded-DNAs
cpd27943,14,Protein-L-serines
cpd26908,14,DNA-containing-abasic-Sites
cpd26810,14,D-Amino-Acids
cpd30760,14,Cu(I)
cpd24372,14,1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol
cpd24374,14,"1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol"
cpd25024,14,"1-(9Z,12Z-octadecadienoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol"
cpd25027,14,"1-(9Z,12Z,15Z-octadecatrienoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol"
cpd24753,14,"4,9-dimethyldodeca-2,4,6,8,10-pentaene-1,12-dial"
cpd25072,14,1-16:0-2-18:2-digalactosyldiacylglycerol
cpd25073,14,1-16:0-2-18:3-digalactosyldiacylglycerol
cpd26582,14,2-carboxyl-cerotoyl-CoA
cpd25359,14,4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
cpd25363,14,4alpha-hydroxymethyl-5alpha-cholesta-8-en-3beta-ol
cpd24503,14,"4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol"
cpd24505,14,"4alpha-hydroxymethyl-5alpha-cholesta-8,24-dien-3beta-ol"
cpd29608,14,ubiquinol(8)
cpd30507,14,"photon (608 to 666 nm, orange/red)"
cpd30446,14,pinolenyl-coa
cpd19022,14,p-Benzosemiquinone
cpd25840,14,"11Z, 13Z-eicosadienoate"
cpd25866,14,"11E, 13E-eicosadienoate"
cpd25867,14,"(11Z,13E)-eicosadienoate"
cpd25868,14,"(11E,13Z)-eicosadienoate"
cpd31232,14,"N-Acetyl-alpha-D-galactosaminyl-diphospho-ditrans,octacis-undecaprenol"
cpd35301,14,keto-L-sorbose
cpd40024,14,L-dehydroascorbate
cpd39478,14,a 2-acylglycerol
cpd39893,14,"a 1,2-diacylglycerol"
cpd40181,14,"1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol"
cpd40679,14,(9Z-octadecenoyl)-sn-glycero-3-phosphocholine
cpd00668,13,ALCTT
cpd00778,13,"2,5-Dihydroxypyridine"
cpd02311,13,4-Imidazolone-5-propanoate
cpd01577,13,2-Oxosuccinamate
cpd02978,13,"7,8-Dihydroneopterin 3'-triphosphate"
cpd00472,13,UDPgalacturonate
cpd00482,13,2-Phospho-D-glycerate
cpd02333,13,Quinolinate
cpd00653,13,D-Galactonate
cpd00347,13,5-10-Methenyltetrahydrofolate
cpd00801,13,"Cellobiose-1,5-lactone"
cpd00439,13,Mandelonitrile
cpd00231,13,Dihydrobiopterin
cpd00939,13,Toxopyrimidine
cpd02095,13,"L-2,4-Diaminobutyrate"
cpd00369,13,Ecdysone
cpd01383,13,D-Erythrulose
cpd00400,13,Acrylate
cpd02043,13,(S)-4-Hydroxymandelate
cpd01242,13,Thyminose
cpd00522,13,dTDP-4-oxo-L-rhamnose
cpd00557,13,Siroheme
cpd03426,13,Sirohydrochlorin
cpd01218,13,d-Borneol
cpd00601,13,D-Camphor
cpd01220,13,Carvol
cpd00795,13,(R)-2-Hydroxyglutarate
cpd02775,13,4-Amino-5-phosphomethyl-2-methylpyrimidine
cpd02885,13,Trihexosylceramide
cpd02961,13,Dihydroneopterin
cpd01553,13,Saligenin
cpd01871,13,3-Methylcatechol
cpd01554,13,Sinapyl alcohol
cpd01180,13,Isovitexin
cpd01966,13,Dimethylacryloyl-CoA
cpd00649,13,Coenzyme F420
cpd00792,13,Reduced coenzyme F420
cpd03660,13,GT1b
cpd03125,13,(2E)-Hexenoyl-CoA
cpd03235,13,"5beta-Cholestane-3alpha,7alpha-diol"
cpd03268,13,Cortodoxone
cpd03505,13,Ephdine
cpd03718,13,Celloheptaose
cpd04385,13,Acetophenone
cpd06703,13,Cyclohex-1-ene-1-carboxyl-CoA
cpd01793,13,"2,5-diketo-D-gluconate"
cpd08700,13,syn-Copalyl diphosphate
cpd08889,13,AHBA
cpd09410,13,Demethylphylloquinone
cpd11215,13,cis-Zeatin
cpd03724,13,Ferrichrome
cpd11461,13,DNA
cpd11464,13,Butyryl-ACP
cpd11594,13,Dextrin
cpd11608,13,Peptide
cpd11637,13,3-Oxoacyl-CoA
cpd12810,13,Corrinoid
cpd12809,13,Methylcorrinoid
cpd12076,13,R-S-Glutathione
cpd11848,13,ROH
cpd01608,13,L-Selenocysteine
cpd12072,13,Protein dithiol
cpd12139,13,Protein disulfide
cpd12737,13,"Protein N6,N6-dimethyl-L-lysine"
cpd08204,13,(S)-1-Phenylethanol
cpd12840,13,Levan n
cpd14516,13,5-Dehydroepisterol
cpd14615,13,2-Ketospirilloxanthin
cpd14691,13,Adonirubin
cpd15073,13,3-Methylxanthine
cpd04399,13,Theophylline
cpd15582,13,"Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose"
cpd15390,13,N-Acetyl-D-galactosamine 1-phosphate
cpd15460,13,"ferric 2,3-dihydroxybenzoylserine"
cpd15272,13,Octadecynoyl-CoA
cpd15612,13,L-Serylglycine
cpd10089,13,Heptanal
cpd15995,13,Menaquinone6
cpd16290,13,Farnesoic acid
cpd16507,13,Protocatechualdehyde
cpd17456,13,S-Sulfanylglutathione
cpd19047,13,(S)-2-Acetolactate
cpd19017,13,(-)-Borneol
cpd14969,13,"(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one"
cpd20972,13,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate"
cpd19108,13,(-)-Linalool
cpd21491,13,(+)-Thujan-3-ol
cpd27741,13,Oxidized-Azurins
cpd28065,13,Reduced-Azurins
cpd28567,13,tRNA-Holder
cpd26819,13,D-Galactosyl-12-diacyl-glycerols
cpd27830,13,Palmitoleoyl-ACPs
cpd27936,13,Protein-L-Asparagine
cpd27415,13,Lipopolysaccharides
cpd26940,13,Deoxy-Ribonucleoside-Monophosphates
cpd09688,13,1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine
cpd30755,13,alpha-L-arabinopyranose
cpd27563,13,N-acetyl-beta-D-mannosamine
cpd27351,13,L-ARABINOSE
cpd22495,13,GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol
cpd23245,13,2-hydroxybenzoyl-CoA
cpd27990,13,Proteins-L-Threonines
cpd27708,13,OMEGA-HYDROXY-FATTY-ACID
cpd24293,13,protodeoxyviolaceinate
cpd25028,13,"1-(9Z-octadecenoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol"
cpd25361,13,4alpha-carboxy-4beta-methyl-5alpha-cholesta-8-en-3beta-ol
cpd25365,13,4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol
cpd24533,13,"4alpha-carboxy-5alpha-cholesta-8,24-dien-3beta-ol"
cpd30508,13,"photon (659 to 684 nm, red)"
cpd30509,13,"photon (662 to 691 nm, red)"
cpd30192,13,coniferonyl-coa
cpd05988,13,Ferruginol
cpd36125,13,CPD-17523
cpd41772,13,oxidized 2[4Fe-4S]-[ferredoxin]
cpd41771,13,reduced 2[4Fe-4S]-[ferredoxin]
cpd41191,13,chlorophyllide a
cpd02882,12,4--1-D-Ribitylamino-5-aminouracil
cpd00386,12,D-Malate
cpd00493,12,Pyridoxamine phosphate
cpd00957,12,"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone"
cpd00542,12,R-CN
cpd02067,12,3-Indoleglycolaldehyde
cpd03161,12,Phenethylamine
cpd01536,12,GDP-L-galactose
cpd00424,12,Cystathionine
cpd00847,12,"Ribose 1,5-bisphosphate"
cpd00547,12,Cysteine
cpd00524,12,2-Inosose
cpd00405,12,Hexadecanal
cpd00331,12,cis-Aconitate
cpd00292,12,HMG-CoA
cpd03331,12,PLCT
cpd02405,12,Cholesteryl-beta-D-glucoside
cpd00166,12,Calomide
cpd00509,12,deoxyribose-1-phosphate
cpd03555,12,15(S)-HPETE
cpd00728,12,4-Hydroxybutanoate
cpd02197,12,5-Formyltetrahydrofolate
cpd00658,12,Isochorismate
cpd01997,12,Dimethylbenzimidazole
cpd00652,12,D-Mucic acid
cpd01430,12,11-cis-Retinal
